TARGET_CLASS,criterion,configuration_id,Total_Goals,Total_Branches,Lines,Covered_Goals,Generations,Statements_Executed,Fitness_Evaluations,Tests_Executed,Total_Time,Size,Result_Size,Length,Result_Length,Random_Seed,BranchCoverage,CoverageEntropy
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,13,60660,712,3446,140812,11,11,176,176,1023,1.0,1.6610888073599377
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,16,50007,871,3329,97400,15,15,192,192,1004,1.0,1.5990315696271074
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,11,35946,625,2147,80556,12,12,199,199,1003,1.0,1.6314261175644549
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,12,38101,670,2763,172356,14,14,188,188,1013,1.0,1.6786333152182913
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,24,68051,1307,4896,197156,11,11,131,131,1018,1.0,1.6479466110799583
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,56,31,58898,1667,3198,149292,11,11,123,123,1015,0.9655172413793104,1.480019500039523
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,5,26505,311,1832,82665,11,11,145,145,1022,1.0,1.6172125456144242
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,57,31,141321,1607,7543,236470,7,7,136,136,1001,0.9827586206896552,1.7097568358594375
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,17,48666,935,3046,134031,14,14,245,245,1000,1.0,1.4943447791997364
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,6,41794,362,3195,88717,7,7,148,148,1021,1.0,1.8922192246717882
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,6,37266,357,2704,131763,15,15,244,244,1008,1.0,1.499322857149975
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,10,48818,564,3053,84013,16,16,229,229,1026,1.0,1.7400985352269038
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,6,47323,365,4099,105300,14,14,193,193,1029,1.0,1.6264478666885989
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,13,81613,706,5483,144023,14,14,174,174,1012,1.0,1.5294390463919418
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,15,118604,740,7560,217446,11,11,208,208,1009,1.0,1.78975740706789
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,21,149394,996,7192,190613,8,8,168,168,1010,1.0,1.71828613611529
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,6,67204,355,4417,132818,11,11,180,180,1011,1.0,1.8429827464573671
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,21,107936,1119,6534,339699,10,10,197,197,1006,1.0,1.8083739361543458
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,50,31,50726,1601,2828,174019,8,8,73,73,1027,0.8620689655172413,1.3815247499789494
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,4,22555,256,1630,61784,12,12,127,127,1007,1.0,1.5240984498591752
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,10,44272,571,3352,117828,12,12,116,116,1002,1.0,1.5989752704345548
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,7,58429,406,4375,151173,17,17,252,252,1019,1.0,1.7095199572469826
com.densebrain.rif.client.RIFClassLoader,BRANCH,ReadableMOSA,3,0,3,3,0,648,50,51,3942,2,2,7,7,1005,1.0,0.6931471805599453
com.densebrain.rif.client.RIFClassLoader,BRANCH,ReadableMOSA,3,0,3,3,0,654,50,51,3807,2,2,5,5,1020,1.0,0.6931471805599453
com.densebrain.rif.client.RIFClassLoader,BRANCH,ReadableMOSA,3,0,3,3,0,689,50,51,4269,2,2,5,5,1021,1.0,0.6931471805599453
com.densebrain.rif.client.RIFClassLoader,BRANCH,ReadableMOSA,3,0,3,3,0,672,50,51,3851,2,2,5,5,1028,1.0,0.6931471805599453
com.densebrain.rif.client.RIFClassLoader,BRANCH,ReadableMOSA,3,0,3,3,0,664,50,51,3705,2,2,8,8,1023,1.0,0.6931471805599453
com.densebrain.rif.client.RIFClassLoader,BRANCH,ReadableMOSA,3,0,3,3,0,725,50,51,3463,2,2,4,4,1001,1.0,0.6931471805599453
com.densebrain.rif.client.RIFClassLoader,BRANCH,ReadableMOSA,3,0,3,3,0,635,50,51,3598,2,2,8,8,1004,1.0,0.6931471805599453
com.densebrain.rif.client.RIFClassLoader,BRANCH,ReadableMOSA,3,0,3,3,0,598,50,51,3946,2,2,6,6,1019,1.0,0.6931471805599453
com.densebrain.rif.client.RIFClassLoader,BRANCH,ReadableMOSA,3,0,3,3,0,645,50,51,3563,2,2,10,10,1022,1.0,0.6931471805599453
com.densebrain.rif.client.RIFClassLoader,BRANCH,ReadableMOSA,3,0,3,3,0,674,50,51,3201,2,2,7,7,1018,1.0,0.6931471805599453
com.densebrain.rif.client.RIFClassLoader,BRANCH,ReadableMOSA,3,0,3,3,0,695,50,51,3509,2,2,4,4,1017,1.0,0.6931471805599453
com.densebrain.rif.client.RIFClassLoader,BRANCH,ReadableMOSA,3,0,3,3,0,722,50,51,4845,2,2,5,5,1000,1.0,0.6931471805599453
com.densebrain.rif.client.RIFClassLoader,BRANCH,ReadableMOSA,3,0,3,3,0,672,50,51,4390,2,2,10,10,1002,1.0,0.6931471805599453
com.densebrain.rif.client.RIFClassLoader,BRANCH,ReadableMOSA,3,0,3,3,0,629,50,51,4608,2,2,20,20,1006,1.0,0.6931471805599453
com.densebrain.rif.client.RIFClassLoader,BRANCH,ReadableMOSA,3,0,3,3,0,693,50,51,3019,2,2,5,5,1014,1.0,0.6931471805599453
com.densebrain.rif.client.RIFClassLoader,BRANCH,ReadableMOSA,3,0,3,3,0,620,50,51,4383,2,2,4,4,1026,1.0,0.6931471805599453
com.densebrain.rif.client.RIFClassLoader,BRANCH,ReadableMOSA,3,0,3,3,0,735,50,51,3827,2,2,4,4,1011,1.0,0.6931471805599453
